studentID,grade,serviceID,courseDescription,subject,ap,dualCredit,g/t,honors,onRamps,courseCredits,creditsEarned,creditsFailed
550,12,PES00003,ATH SOFTBALL SUBATH4,HLP,N,N,N,N,N,1,1,0
550,11,3060201,SCIENCE IPC CT,SCI,N,N,N,N,N,1,1,0
550,10,3010200,SCIENCE BIOLOGY,BIO,N,N,N,N,N,1,1,0
551,12,13029500,CTE FORENSIC SCIENCE,CTE,N,N,N,N,N,1,1,0
551,12,3101100,MATH PRECALCULUS H,PCA,N,N,N,Y,N,1,1,0
552,9,84200502,ATH ATHLETICS LC,HLP,Y,N,N,N,N,1,1,0
552,9,3250100,THEATRE 1,THE,Y,N,N,N,N,1,1,0
552,10,13027800,DIGITAL MEDIA,CTE,Y,N,N,N,N,1,0.5,0.5
552,10,13034650,SOCIAL MEDIA MARKETING,CTE,Y,N,N,N,N,1,1,0
552,10,3220200,ENGLISH 2,ELA,Y,N,N,N,N,1,1,0
553,10,3100700,GEOMETRY,GMT,N,N,N,N,N,1,0.5,0.5
553,10,84200502,ATH ATHLETICS LC,HLP,N,N,N,N,N,1,1,0
553,10,13024300,CTE DOLLARS & SENSE,CTE,N,N,N,N,N,1,1,0
553,12,84000501,STATE ASST PREP ENG WRITING LC,MSC,N,N,N,N,N,1,1,0
553,12,A3100200,MATH STAT AP H,MTH,N,N,N,Y,N,1,1,0
554,11,3310300,SOC ST ECONOMICS,SOC,N,N,N,N,N,1,1,0
554,10,3501000,ART 2 SCULPTURE,FA,N,N,N,N,N,1,1,0
554,11,A3220100,ENGLISH LANGUAGE & COMP AP,ENG,N,N,N,N,N,1,1,0
555,12,3980400,FL AMERICAN SIGN LANGUAGE 4 H,ASL,N,N,N,Y,N,1,1,0
555,10,13011400,BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,0,1
555,10,PES00012,PE/BAND,HLP,N,N,N,N,N,1,1,0
555,10,3100600,MATH ALGEBRA 2,AG2,N,N,N,N,N,1,1,0
555,10,3320100,WORLD GEOG ADV H,WGE,N,N,N,Y,N,1,1,0
556,10,13014200,CTE PRIN OF ED AND TRAINING,CTE,N,N,N,N,N,1,1,0
556,9,3220100,ENGLISH 1 PRE-AP,ENG,N,N,N,N,N,1,1,0
556,12,13008300,CTE ANIMATION I,CTE,N,N,N,N,N,1,1,0
556,9,PES00055,PE TEAM SPORTS 1,HLP,N,N,N,N,N,1,1,0
557,11,3380082,PERSONAL FINANCIAL LIT,MSC,Y,N,N,N,N,1,0,1
557,11,3100600,MATH ALGEBRA 2,MTH,Y,N,N,N,N,1,1,0
557,11,3050000,SCIENCE PHYSICS,SCI,Y,N,N,N,N,1,1,0
557,12,3102510,MATH ADV QUANT REASONING,AQR,Y,N,N,N,N,1,1,0
557,11,3100600,MATH ALGEBRA 2,MTH,Y,N,N,N,N,1,1,0
558,12,3380032,TEXAS GOVERNMENT DC H,,N,N,N,Y,N,1,1,0
558,12,13034650,CTE SOCIAL MEDIA MARKETING,CTE,N,N,N,N,N,1,1,0
558,11,13022600,CULINARY ARTS,CTE,N,N,N,N,N,1,1,0
558,9,3020000,SCIENCE ENV SYS ACC,SCI,N,N,N,N,N,1,1,0
559,11,13034300,CTE FASHION MARKETING,CTE,N,N,N,N,N,1,1,0
559,10,3340100,US HISTORY,UHI,N,N,N,N,N,1,1,0
560,12,3102400,MATH MODELS W APP,MMA,N,N,N,N,N,1,1,0
560,11,3050000,SCIENCE PHYSICS P/AP H,SCI,N,N,N,Y,N,1,1,0
560,10,3100700,GEOMETRY,GMT,N,N,N,N,N,1,0.5,0.5
560,9,84200502,ATH ATHLETICS LC,HLP,N,N,N,N,N,1,1,0
560,12,13037300,CTE/SCI ENG DESIGN & PROB SOL,CTE,N,N,N,N,N,1,1,0
561,10,3440200,FL SPANISH 2,LOT,N,N,N,N,N,1,1,0
561,10,13009300,CTE FASHION DESIGN I,CTE,N,N,N,N,N,1,1,0
561,12,3221820,IND STDY/TX COLL BRIDGE ELA,ELA,N,N,N,N,N,1,1,0
561,11,3150400,BAND HONOR 4,FA,N,N,N,N,N,1,1,0
561,10,13036500,CTE ENGINEERING DES AND PRES I,CTE,N,N,N,N,N,1,1,0
561,11,13011400,BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,0.5,0.5
562,9,3100500,ALGEBRA 1,AG1,N,N,N,N,N,1,1,0
562,9,3100700,MATH GEOM P-AP H,GMT,N,N,N,N,N,1,1,0
562,10,3340100,SOC ST US HISTORY,SOC,N,N,N,N,N,1,1,0
562,11,13020600,ANATOMY & PHYSIOLOGY H,CTE,N,N,N,Y,N,1,1,0
562,11,3220300,ENGLISH 3,ENG,N,N,N,N,N,1,1,0
562,10,3060201,SCIENCE IPC,IPC,N,N,N,N,N,1,0,1
563,12,13025000,CTE PRAC HUMAN SERVICES I,CTE,N,N,N,N,N,1,1,0
563,11,A3220100,Eng 3 Lang & Comp AP H,ELA,N,N,N,N,N,1,1,0
563,9,3810100,HEALTH,HLP,N,N,N,N,N,1,1,0
563,12,A3330100,SOC ST US GOVT AP H,SOC,N,N,N,Y,N,1,1,0
564,11,3220300,ENGLISH 3,ELA,N,N,N,N,N,1,1,0
564,11,PES00052,PE 1A FPF,,N,N,N,N,N,0,0,0
565,9,3220100,ENGLISH 1,ELA,N,N,N,N,N,1,1,0
565,9,3440220,FL SPANISH FOR SPAN SPKRS 2,LOT,N,N,N,N,N,1,1,0
565,10,3220200,ENGLISH 2,ELA,N,N,N,N,N,1,1,0
565,11,PES00056,SKILLS BASED LIFETIME ACT,HLP,N,N,N,N,N,1,1,0
565,10,3040000,CHEMISTRY OR H,CHM,N,N,N,Y,Y,1,1,0
566,12,3500100,ART 1 BASIC DESIGN,FA,N,N,N,N,N,1,1,0
566,11,SR000003,ADVISORY,MSC,N,N,N,N,N,0,0,0
566,12,3440300,FL SPANISH 3 H,SPA,N,N,N,Y,N,1,1,0
566,12,13011700,CTE BUSINESS LAW,CTE,N,N,N,N,N,1,1,0
567,9,13024500,CTE NUTRI & WELLNESS,CTE,Y,N,N,N,N,1,1,0
567,12,3150400,BAND CONCERT 4,BND,Y,N,N,N,N,1,1,0
567,11,3330100,SOC ST US GOVERNMENT,GOV,Y,N,N,N,N,1,1,0
567,10,3220200,ENGLISH 2,ELA,Y,N,N,N,N,1,1,0
567,9,3410100,FRENCH 1,FRE,Y,N,N,N,N,1,1,0
568,11,13037100,CTE PRIN TECH,CTE,Y,N,N,N,N,1,1,0
568,11,3230110,JOURN AJ/YB 1,ELA,Y,N,N,N,N,1,1,0
568,11,3100600,ALGEBRA 2,AG2,Y,N,N,N,N,1,1,0
568,11,3151100,CHOIR VARSITY MIXED 3,FA,Y,N,N,N,N,1,1,0
568,9,3010200,BIOLOGY ADV H,BIO,Y,N,N,N,N,1,1,0
568,11,3220300,ENGLISH 3 DC H,ENG,Y,Y,N,Y,N,1,1,0
569,12,13016600,CTE ACCOUNTING 1,CTE,N,N,N,N,N,1,1,0
569,10,3040000,SCIENCE CHEMISTRY,SCI,N,N,N,N,N,1,1,0
569,10,3151000,CHOIR SELECT TREBLE 2,CHR,N,N,N,N,N,1,1,0
570,9,3100700,MATH GEOM P-AP H,GMT,Y,N,N,N,N,1,1,0
570,11,3060201,INTEGRATED PHYS & CHEM,IPC,Y,N,N,N,N,1,0,1
570,11,3220300,ENGLISH 3,ENG,Y,N,N,N,N,1,1,0
570,12,3220400,ENGLISH 4 BRITISH LIT DC H,ENG,Y,Y,N,Y,N,1,1,0
570,12,A3220200,ENG LITERATURE & COMP AP H,ENG,Y,N,N,N,N,1,1,0
571,9,3060201,INTEGRATED PHYS & CHEM,IPC,N,N,N,N,N,1,1,0
571,10,13022500,CTE TRAVEL & TOURISM MGMT,CTE,N,N,N,N,N,1,1,0
571,9,13020200,PRINCIPLES OF HEALTH SCIENCE,CTE,N,N,N,N,N,1,1,0
571,9,3810100,HEALTH EDUCATION,HLP,N,N,N,N,N,1,1,0
572,12,13034300,CTE FASHION MARKETING,CTE,N,N,N,N,N,1,1,0
572,9,3500100,ART 1 BASIC DESIGN,FA,N,N,N,N,N,1,0,1
572,9,3810100,HEALTH EDUCATION,HLP,N,N,N,N,N,1,1,0
572,10,3220200,ENGLISH 2,ENG,N,N,N,N,N,1,1,0
572,12,CP111200,COLLEGE PREPARATORY MATH,,N,N,N,N,N,1,1,0
573,9,3100500,MATH ALGEBRA 1 P-AP H,MTH,Y,N,N,Y,N,1,0,1
573,10,13011500,CTE BIM 2,CTE,Y,N,N,N,N,1,1,0
573,11,3100600,MATH ALGEBRA 2 P-AP H,MTH,Y,N,N,Y,N,1,1,0
573,12,3310300,ECONOMICS DC H,ECO,Y,Y,N,Y,N,1,1,0
573,10,3340100,US HISTORY OR H,UHI,Y,N,N,Y,Y,1,1,0
574,9,3440200,FL SPANISH 2,SPA,N,N,N,N,N,1,1,0
574,9,3320100,SOC ST WORLD GEOG,SOC,N,N,N,N,N,1,1,0
574,10,13014200,PRIN EDUCATION AND TRAINING,CTE,N,N,N,N,N,1,1,0
574,12,SR000003   ,HOMEROOM,MSC,N,N,N,N,N,1,1,0
574,9,3220200,ENGLISH 2 PRE-AP,ENG,N,N,N,N,N,1,1,0
574,12,3270100,COLLEGE READINESS AND STUDY SK,RDY,N,N,N,Y,N,1,1,0
574,10,3220200,ENGLISH 2 ADV H,ENG,N,N,N,N,N,1,1,0
575,11,PES00003,ATH FOOTBALL SUBATH4,HLP,N,N,N,N,N,1,1,0
575,10,3010200,BIOLOGY,BIO,N,N,N,N,N,1,1,0
575,10,13008200,PRIN OF ARTS, A/V TECH & COMM,N,N,N,N,N,1,1,0
576,12,3152000,BAND SYM 4 ENS,BND,N,N,N,N,N,1,1,0
576,12,,MHS IGNITE 1B,MSC,N,N,N,N,N,0,0,0
576,10,3340100,SOC ST US HISTORY,SOC,N,N,N,N,N,1,1,0
577,12,3221820,IND STDY/TX COLL BRIDGE ELA,ELA,Y,N,N,N,N,1,1,0
578,10,3440220,FL SPANISH FOR SPAN SPKRS 2,SPA,Y,N,N,N,N,1,1,0
578,11,3152100,CHOIR SHOW 1,CHR,Y,N,N,N,N,1,1,0
578,12,3220400,ENGLISH 4,ELA,Y,N,N,N,N,1,1,0
578,9,3010200,SCIENCE BIO G/T H,SCI,Y,N,Y,Y,N,1,1,0
579,9,3810100,HEALTH EDUCATION,HLP,N,N,N,N,N,1,1,0
579,12,3320100,SOC ST WORLD GEOG,WGE,N,N,N,N,N,1,1,0
579,9,PES00012,PE/BAND,HLP,N,N,N,N,N,1,1,0
579,11,3102400,MATH MODELS W APP,MTH,N,N,N,N,N,1,1,0
579,10,3150200,BAND SYMPHONIC 2,BND,N,N,N,N,N,1,1,0
580,12,13004700,CTE ARCHITECTURAL DESIGN II,CTE,N,N,N,N,N,1,1,0
580,11,3150700,ORCH SYMPHONIC 3,ORC,N,N,N,N,N,1,1,0
581,10,13011400,BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,1,0
581,11,3440100,FL SPANISH 1,LOT,N,N,N,N,N,1,1,0
581,12,3330100,SOC ST US GOVERNMENT,SOC,N,N,N,N,N,1,1,0
581,12,3220400,ENGLISH 4 DC H,ENG,N,N,N,Y,N,1,1,0
582,11,3220300,ENGLISH 3,ENG,N,N,N,N,N,1,1,0
582,11,13024500,NUTRITION & WELLNESS,CTE,N,N,N,N,N,0.5,0.5,0
582,11,A3220100,ENGLISH LANGUAGE & COMP AP H,ENG,N,N,N,N,N,1,1,0
582,11,A3220100,ENGLISH LANGUAGE & COMP AP,ENG,N,N,N,N,N,1,1,0
583,11,3050000,SCIENCE PHYSICS,SCI,N,N,N,N,N,1,1,0
583,12,3102400,MATH MODELS W APP,MTH,N,N,N,N,N,1,1,0
583,11,3100600,MATH ALGEBRA 2,MTH,N,N,N,N,N,1,1,0
583,12,84900200,DEVELOPMENTAL MILESTONES,,N,N,N,N,N,1,1,0
584,11,A3050003,SCIENCE PHYSICS 1 AP H,PHY,N,N,N,Y,N,1,1,0
584,9,3010200,BIOLOGY ADV H,BIO,N,N,N,N,N,1,1,0
584,10,3100600,MATH ALGEBRA 2 P-AP H,MTH,N,N,N,Y,N,1,1,0
584,9,PES00012,PE/BAND,HLP,N,N,N,N,N,1,1,0
584,11,3340100,US HISTORY OR H,UHI,N,N,N,Y,Y,1,1,0
585,11,3050000,PHYSICS ADV H,PHY,N,N,N,Y,N,1,0.5,0.5
585,10,13032300,WELDING I,CTE,N,N,N,N,N,1,1,0
585,12,3102510,MATH ADV QUANT REASONING,MTH,N,N,N,N,N,1,1,0
585,12,CP111200,MATH COLLEGE PREPARATORY,MTH,N,N,N,N,N,1,1,0
585,12,3060100,SCIENCE ASTRONOMY,AST,N,N,N,N,N,1,1,0
586,10,3500100,ART 1 BASIC DESIGN,ART,N,N,N,N,N,1,1,0
586,9,3340400,WORLD HISTORY,WHI,N,N,N,N,N,1,1,0
586,12,3220400,ENGLISH 4 BRITISH LIT DC H,ELA,N,N,N,Y,N,1,1,0
586,9,13011200,PRIN OF BUS, MKTG,,N,N,N,N,1,0,1
586,9,3440200,FL SPANISH 2,LOT,N,N,N,N,N,1,1,0
586,11,N1290010,STUDENT LEADERSHIP 1,MSC,N,N,N,N,N,1,1,0
586,10,3100600,MATH ALGEBRA 2 P-AP H,MTH,N,N,N,Y,N,1,1,0
587,12,CP110100   ,COLLEGE PREPARATORY ELA,ELA,N,N,N,N,N,1,1,0
587,9,SR000003   ,HOMEROOM,MSC,N,N,N,N,N,1,1,0
587,10,A3370100,SOC ST WORLD HISTORY AP H,SOC,N,N,N,Y,N,1,1,0
587,10,3040000,CHEMISTRY OR H,CHM,N,N,N,Y,Y,1,1,0
588,11,84200502,ATH ATHLETICS LC,HLP,Y,N,N,N,N,1,1,0
588,9,84100503,MATH ALGEBRA 1 LAB,MTH,Y,N,N,N,N,1,1,0
588,11,3220300,ENGLISH 3,ENG,Y,N,N,N,N,1,1,0
588,12,3220400,ENGLISH 4 BRITISH LIT DC H,ENG,Y,Y,N,Y,N,1,1,0
588,10,A3370100,SOC ST WORLD HISTORY AP G/T H,WHI,Y,N,Y,Y,N,1,1,0
588,12,84200502,ATH ATHLETICS LC,HLP,Y,N,N,N,N,1,1,0
589,12,3220400,ENGLISH 4,ENG,N,N,N,N,N,1,1,0
589,9,3010200,SCIENCE BIOLOGY,SCI,N,N,N,N,N,1,1,0
589,10,3220200,ENGLISH 2 P-AP H,ELA,N,N,N,Y,N,1,1,0
589,11,3220300,ENGLISH 3,ENG,N,N,N,N,N,1,1,0
589,10,13008200,PRIN OF ARTS, A/V TECH & COMM,N,N,N,N,N,1,0.5,0.5
589,10,,EOC ELA 2,,N,N,N,N,N,0,0,0
590,12,3220400,ENGLISH 4,ELA,N,N,N,N,N,1,1,0
590,12,CP110100   ,COLLEGE PREPARATORY ELA,ELA,N,N,N,N,N,1,1,0
590,11,3220300,ENGLISH 3 MTI,SE,N,N,N,N,N,1,1,0
590,12,PES00003,ATH GR BASKETBALL SUBATH4,HLP,N,N,N,N,N,1,1,0
590,12,13029500,CTE FORENSIC SCIENCE,CTE,N,N,N,N,N,1,1,0
591,10,3060201,SCIENCE IPC,SCI,N,N,N,N,N,1,1,0
591,12,A3020000,SCIENCE ENVIRONMENTAL SCI AP H,ENV,N,N,N,N,N,1,1,0
591,9,3440100,FL SPANISH 1,SPA,N,N,N,N,N,1,1,0
591,10,PES00053,LIFETIME REC OUTDOOR PURSUITS,HLP,N,N,N,N,N,1,1,0
591,11,3220300,ENGLISH 3,ENG,N,N,N,N,N,1,1,0
591,12,13020600,CTE ANAT & PHY H,CTE,N,N,N,Y,N,1,1,0
592,9,3010200,SCIENCE BIOLOGY P/AP H,SCI,N,N,N,Y,N,1,1,0
592,9,3270800,READING 2 SOL,ELA,N,N,N,N,N,1,1,0
592,9,A3360100,HUMAN GEOG AP GT H,HGE,N,N,Y,N,N,1,1,0
592,11,3310300,ECONOMICS,ECO,N,N,N,N,N,1,1,0
592,12,3060300,ORGANIC CHEMISTRY H,CHM,N,N,N,Y,N,1,1,0
593,11,3100600,MATH ALGEBRA 2,MTH,N,N,N,N,N,1,1,0
593,11,3310300,SOC ST ECONOMICS,ECO,N,N,N,N,N,1,1,0
593,11,3310300,SOC ST ECONOMICS,ECO,N,N,N,N,N,1,1,0
593,9,,EOC ELA 1,,N,N,N,N,N,0,0,0
593,9,13009900,CTE PROFESSIONAL COMMUNICATION,CTE,N,N,N,N,N,1,1,0
594,12,3100600,ALGEBRA 2,AG2,Y,N,N,N,N,1,1,0
594,10,3150600,ORCH HONOR 2,FA,Y,N,N,N,N,1,1,0
594,12,3241400,SPEECH COMM APPLICATIONS DC H,SP,Y,Y,N,Y,N,1,1,0
594,10,13004300,CTE INTERIOR DESIGN,CTE,Y,N,N,N,N,1,0,1
595,10,3100700,GEOMETRY,GMT,N,N,N,N,N,1,1,0
595,9,3220100,ENGLISH 1,ELA,N,N,N,N,N,1,1,0
595,12,3380043,SOC ST RSRCH MTH 4 H,,N,N,N,Y,N,1,1,0
595,9,3241400,SPEECH COMM APPLICATIONS,SP,N,N,N,N,N,1,1,0
596,11,13036500,CTE ENGINEERING DES AND PRES I,CTE,N,N,N,N,N,1,1,0
596,10,3440100,SPANISH 1,SPA,N,N,N,N,N,1,1,0
596,10,13016200,MONEY MATTERS,CTE,N,N,N,N,N,1,1,0
596,9,13024300,CTE DOLLARS & SENSE,CTE,N,N,N,N,N,1,1,0
596,12,3040000,SCIENCE CHEMISTRY,CHM,N,N,N,N,N,1,1,0
596,12,3030000,SCIENCE AQUATIC SCI,SCI,N,N,N,N,N,1,1,0
597,10,3241400,SPEECH COMM APPLICATIONS DC H,SP,N,N,N,Y,N,1,1,0
597,9,3100500,MATH ALGEBRA 1,MTH,N,N,N,N,N,1,1,0
597,10,3220200,ENGLISH 2 CT,ELA,N,N,N,N,N,1,1,0
597,11,3370100,SOC ST SOCIOLOGY,SOC,N,N,N,N,N,1,1,0
597,10,3040000,SCIENCE CHEMISTRY,SCI,N,N,N,N,N,1,1,0
597,12,13029500,CTE FORENSIC SCIENCE,CTE,N,N,N,N,N,1,1,0
598,9,3020000,SCIENCE ENV SYS ACC,SCI,N,N,N,N,N,1,1,0
598,9,13024400,CTE INTERPERSONAL STUDIES,CTE,N,N,N,N,N,1,0,1
598,9,3440220,SPANISH FOR SPAN SPEAKERS 2,SPA,N,N,N,N,N,1,1,0
598,9,PES00004,ROTC 1,MSC,N,N,N,N,N,1,1,0
599,10,3340400,WORLD HISTORY,WHI,N,N,N,N,N,1,1,0
599,10,3440100,SPANISH 1,SPA,N,N,N,N,N,1,1,0
599,12,3102500,MATH IND STUDY,MTH,N,N,N,N,N,1,1,0
599,11,3340100,US HISTORY,UHI,N,N,N,N,N,1,1,0
599,11,3100700,GEOMETRY,GMT,N,N,N,N,N,1,1,0
600,12,84200502,ATH ATHLETICS LC,HLP,N,N,N,N,N,1,1,0
600,9,3340400,SOC ST WORLD HISTORY,SOC,N,N,N,N,N,1,0,1
600,10,84200502,ATH ATHLETICS LC,HLP,N,N,N,N,N,1,1,0
600,12,A3330100,SOC ST US GOVT AP H,SOC,N,N,N,Y,N,1,1,0
601,11,3220300,ENGLISH 3,ENG,N,N,N,N,N,1,1,0
601,11,13004300,CTE INTERIOR DESIGN,CTE,N,N,N,N,N,1,1,0
601,11,3310300,ECONOMICS,ECO,N,N,N,N,N,1,1,0
602,9,3151300,BAND JAZZ 1,FA,Y,N,N,N,N,1,1,0
602,12,13016600,ACCOUNTING I,CTE,Y,N,N,N,N,1,1,0
602,10,3040000,SCIENCE CHEMISTRY,CHM,Y,N,N,N,N,1,1,0
602,9,3150500,ORCH HONOR 1,ORC,Y,N,N,N,N,1,1,0
602,10,3100600,ALGEBRA 2 GT H,AG2,Y,N,Y,Y,N,1,1,0
602,9,3220200,ENGLISH 2 G/T H,ELA,Y,N,Y,Y,N,1,1,0
603,10,3830100,JV DANCE 1 DT,DAN,N,N,N,N,N,1,1,0
603,9,PES00053,PE ADV/OUTDOOR ED,HLP,N,N,N,N,N,1,1,0
603,10,3250200,THEATRE 2,FA,N,N,N,N,N,1,1,0
603,10,3040000,CHEMISTRY OR H,CHM,N,N,N,Y,Y,1,1,0
604,11,3330100,US GOVERNMENT,GOV,N,N,N,N,N,1,1,0
604,9,3010200,SCIENCE BIOLOGY,SCI,N,N,N,N,N,1,1,0
604,12,3380084,ETHNIC STUDIES: MEXICAN AMERIC,SOC,N,N,N,N,N,1,1,0
604,11,3350100,PSYCHOLOGY,PSY,N,N,N,N,N,1,1,0
605,10,13024400,INTERPERSONAL STUDIES,CTE,N,N,N,N,N,1,1,0
605,12,PES00003,ATH B SOCCER SUBATH4,HLP,N,N,N,N,N,1,1,0
605,10,3150200,BAND CONCERT 2,FA,N,N,N,N,N,1,1,0
605,10,3340100,SOC ST US HISTORY,UHI,N,N,N,N,N,1,1,0
605,9,13039270,CTE INTRO TRANSPORTATION TECH,CTE,N,N,N,N,N,1,0,1
606,11,3050000,SCIENCE PHYSICS,SCI,N,N,N,N,N,1,1,0
606,9,13022550,CTE INTRODUCTION CULINARY ARTS,CTE,N,N,N,N,N,1,1,0
606,12,A3220200,ENG LIT & COMP AP H,ELA,N,N,N,Y,N,1,1,0
607,9,13011400,CTE BIM 1,CTE,N,N,N,N,N,1,1,0
607,10,13036200,CTE PRIN OF APPL ENGINEERING,CTE,N,N,N,N,N,1,1,0
607,9,3220100,DE ENGLISH 1 MTI,DF,N,N,N,N,N,1,1,0
607,10,3500100,ART 1 BASIC DESIGN,FA,N,N,N,N,N,1,1,0
607,12,13022600,CTE CULINARY ARTS,CTE,N,N,N,N,N,1,1,0
608,12,A3100200,MATH STAT AP H,STA,N,N,N,N,N,1,1,0
608,12,N1290006,PEER HELPERS 2,MSC,N,N,N,N,N,1,1,0
608,11,3100600,MATH ALGEBRA 2,MTH,N,N,N,N,N,1,1,0
608,11,3310300,SOC ST ECONOMICS,SOC,N,N,N,N,N,1,1,0
608,10,3340100,SOC ST US HISTORY,SOC,N,N,N,N,N,1,1,0
608,11,13024300,DOLLARS & SENSE,CTE,N,N,N,N,N,1,1,0
609,9,13011400,CTE BUSINESS INFO MGMT I,CTE,Y,N,N,N,N,1,1,0
609,12,3101100,PRECALCULUS,PCA,Y,N,N,N,N,1,1,0
609,10,3440100,SPANISH 1,SPA,Y,N,N,N,N,1,1,0
609,12,A3100101,CALCULUS AB AP H,CAL,Y,N,N,N,N,1,1,0
609,9,3410100,FL FRENCH 1,FRE,Y,N,N,N,N,1,1,0
610,11,3151900,BAND CONCERT 3 ENS,BND,Y,N,N,N,N,1,1,0
610,10,13027800,DIGITAL MEDIA,CTE,Y,N,N,N,N,1,1,0
610,11,3100600,ALGEBRA 2,AG2,Y,N,N,N,N,1,1,0
610,11,3050000,SCIENCE PHYSICS,SCI,Y,N,N,N,N,1,1,0
610,12,A3500400,ART 2D DESIGN AP H,FA,Y,N,N,Y,N,1,1,0
611,12,13004300,INTERIOR DESIGN I,CTE,N,N,N,N,N,1,1,0
611,12,CP110100,COLLEGE PREPARATORY ELA,,N,N,N,N,N,1,1,0
611,12,3830400,DANCE 4 DT,FA,N,N,N,N,N,1,1,0
611,12,3102501,IND STDY/TX COLL BRIDGE MATH,PRP,N,N,N,N,N,1,1,0
612,10,13020300,CTE MEDICAL TERMINOLOGY,CTE,N,N,N,N,N,1,1,0
612,11,3100600,MATH ALGEBRA 2,MTH,N,N,N,N,N,1,1,0
612,12,3220300,ENGLISH 3,ELA,N,N,N,N,N,1,1,0
612,12,3310300,SOC ST ECONOMICS,SOC,N,N,N,N,N,1,1,0
613,12,3060100,SCIENCE ASTRONOMY,AST,Y,N,N,N,N,1,1,0
613,10,3151800,BAND SYMPHONIC WINDS 2 ENS,BND,Y,N,N,N,N,1,1,0
613,10,3440100,FL SPANISH 1,LOT,Y,N,N,N,N,1,1,0
613,9,3150500,ORCH CONCERT 1,ORC,Y,N,N,N,N,1,1,0
614,10,3220200,ENGLISH 2 GT H,ENG,N,N,Y,Y,N,1,1,0
614,11,3220300,ENGLISH 3,ELA,N,N,N,N,N,1,0,1
614,9,3100700,MATH GEOM P-AP H,MTH,N,N,N,Y,N,1,1,0
614,10,3220200,ENGLISH 2,ENG,N,N,N,N,N,1,1,0
614,9,PES00004,ROTC 1,MSC,N,N,N,N,N,1,1,0
615,11,3101100,PRECALCULUS ADV H,PCA,N,N,N,Y,N,1,1,0
615,11,PES00055,PE TEAM SPORTS 1,HLP,N,N,N,N,N,1,1,0
615,9,3010200,SCIENCE BIOLOGY P/AP H,SCI,N,N,N,Y,N,1,1,0
615,10,3100700,GEOMETRY,GMT,N,N,N,N,N,1,1,0
615,12,13009900,CTE PROFESSIONAL COMMUNICATION,CTE,N,N,N,N,N,1,1,0
615,11,3150300,BAND SYMPHONIC 3,FA,N,N,N,N,N,1,1,0
615,12,3310300,ECONOMICS DC H,ECO,N,N,N,Y,N,1,1,0
615,10,3040000,CHEMISTRY OR H,CHM,N,N,N,Y,Y,1,1,0
616,10,3100600,MATH ALGEBRA 2,AG2,N,N,N,N,N,1,1,0
616,10,3220200,ENGLISH 2 P-AP H,ELA,N,N,N,Y,N,1,1,0
616,10,13011200,PRIN OF BUS, MKTG,,N,N,N,N,1,0,1
616,10,3150200,BAND CONCERT 2,FA,N,N,N,N,N,1,1,0
616,11,3151900,ORCH HONOR 3 ENS,FA,N,N,N,N,N,1,1,0
617,9,3440200,SPANISH 2,SPA,N,N,N,N,N,1,1,0
617,12,3221300,PRACTICAL WRITING SKILL,SE,N,N,N,N,N,1,1,0
617,9,3810100,HEALTH EDUCATION,HLP,N,N,N,N,N,1,1,0
618,11,13032250,CTE INTROTDUCTION TO WELDING I,CTE,Y,N,N,N,N,1,1,0
618,11,3100600,MATH ALGEBRA 2 P-AP H,AG2,Y,N,N,N,N,1,1,0
618,11,13022500,TRAVEL & TOURISM MGMT,CTE,Y,N,N,N,N,1,1,0
618,11,PES00002,ATH VAR FOOTBALL  SUBATH3,HLP,Y,N,N,N,N,1,1,0
618,12,A3020000,SCIENCE ENVIR SCI AP H,SCI,Y,N,N,N,N,1,1,0
618,9,3100700,MATH GEOM P-AP H,MTH,Y,N,N,Y,N,1,1,0
619,11,3310300,SOC ST ECONOMICS,SOC,N,N,N,N,N,1,1,0
619,11,3220300,ENGLISH 3,ENG,N,N,N,N,N,1,1,0
619,12,13024700,CTE CHILD DEVELOPMENT,CTE,N,N,N,N,N,1,1,0
619,11,A3340100,SOC ST US HISTORY AP H,SOC,N,N,N,Y,N,1,1,0
619,10,13024400,CTE INTERPERSONAL STUDIES,CTE,N,N,N,N,N,1,1,0
620,10,PES00001,ATH JV FOOTBALL -SUBATH2,HLP,N,N,N,N,N,1,1,0
620,11,3151900,BAND HONOR 3 ENS,FA,N,N,N,N,N,1,1,0
620,9,13009900,CTE PROFESSIONAL COMMUNICATION,CTE,N,N,N,N,N,1,1,0
621,11,3220300,ENGLISH 3 MTI,SE,N,N,N,N,N,1,1,0
621,9,13022550,CTE INTRODUCTION CULINARY ARTS,CTE,N,N,N,N,N,1,1,0
621,12,A3580120   ,CTE COMPUTER SCIENCE AP (L),CTE,Y,N,N,N,N,1,1,0
621,11,13024500,CTE NUTRI & WELLNESS,CTE,N,N,N,N,N,1,0,1
621,10,13024300,CTE DOLLARS & SENSE,CTE,N,N,N,N,N,1,1,0
622,9,13011400,CTE BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,1,0
622,11,3310300,ECONOMICS SF,ECO,N,N,N,N,N,1,1,0
622,9,3250100,THEATRE 1,THE,N,N,N,N,N,1,1,0
622,11,3350100,PSYCHOLOGY,PSY,N,N,N,N,N,1,1,0
